Date,Time,Treatment,Block,Donor,Female,Feed,Size,Laid,Count,Dead,Day
12/2/2016,10:10 AM,16,3,7,379,0,,0,,0,34
12/3/2016,2:15 PM,16,3,7,379,0,,0,,0,35
12/4/2016,12:40 PM,16,3,7,379,0,,0,,0,36
12/5/2016,2:05 PM,16,3,7,379,1,partial,0,,0,37
12/6/2016,10:50 AM,16,3,7,379,1,partial,1,102,0,38
12/7/2016,11:45 AM,16,3,7,379,1,partial,1,19,0,39
12/8/2016,11:35 AM,16,3,7,379,0,,0,,0,40
12/9/2016,10:45 AM,16,3,7,379,0,,0,,0,41
12/10/2016,12:15 PM,16,3,7,379,0,,0,,0,42
12/11/2016,1:50 PM,16,3,7,379,0,,0,,0,43
12/12/2016,11:15 AM,16,3,7,379,1,full,1,79,0,44
12/13/2016,11:00 AM,16,3,7,379,1,partial,0,,0,45
12/14/2016,10:35 AM,16,3,7,379,0,,0,,0,46
12/15/2016,3:05 PM,16,3,7,379,0,,0,,0,47
12/16/2016,12:00 PM,16,3,7,379,1,partial,0,,0,48
12/17/2016,9:45 AM,16,3,7,379,0,,0,,0,49
12/18/2016,10:40 AM,16,3,7,379,0,,0,,0,50
12/19/2016,1:40 PM,16,3,7,379,0,,0,,0,51
12/20/2016,10:50 AM,16,3,7,379,0,,0,,0,52
12/21/2016,12:55 PM,16,3,7,379,0,,0,,0,53
12/22/2016,2:10 PM,16,3,7,379,1,full,1,79,0,54
12/23/2016,10:20 AM,16,3,8,379,1,partial,0,,0,55
12/24/2016,3:55 PM,16,3,8,379,0,,0,,0,56
12/26/2016,9:20 AM,16,3,8,379,0,,0,,0,57
12/27/2016,1:50 PM,16,3,8,379,1,partial,0,,0,58
12/28/2016,11:10 AM,16,3,8,379,0,,0,,0,59
12/29/2016,11:05 AM,16,3,8,379,0,,0,,2,60
10/29/2016,3:45 PM,16,3,5,380,1,,0,,0,0
10/30/2016,2:15 PM,16,3,5,380,0,,0,,0,1
10/31/2016,3:00 PM,16,3,5,380,0,,0,,0,2
11/1/2016,11:40 AM,16,3,5,380,0,,0,,0,3
11/2/2016,11:30 AM,16,3,5,380,0,,0,,0,4
11/3/2016,10:25 AM,16,3,5,380,0,,0,,0,5
11/4/2016,1:37 PM,16,3,5,380,0,,0,,0,6
11/5/2016,11:05 AM,16,3,5,380,0,,0,,0,7
11/6/2016,12:30 PM,16,3,5,380,0,,0,,0,8
11/7/2016,3:50 PM,16,3,5,380,0,,0,,0,9
11/8/2016,9:37 AM,16,3,5,380,0,,0,,0,10
11/9/2016,1:25 PM,16,3,5,380,0,,0,,0,11
11/10/2016,10:05 AM,16,3,5,380,0,,0,,0,12
11/11/2016,2:00 PM,16,3,5,380,0,,0,,0,13
11/12/2016,4:10 PM,16,3,6,380,0,,0,,0,14
11/13/2016,11:25 AM,16,3,6,380,0,,0,,0,15
11/14/2016,2:40 PM,16,3,6,380,,,1,50,1,16
10/29/2016,1:30 PM,16,3,5,381,1,,0,,0,0
10/30/2016,1:25 PM,16,3,5,381,1,partial,0,,0,1
10/31/2016,1:45 PM,16,3,5,381,0,,0,,0,2
11/1/2016,10:40 AM,16,3,5,381,0,,0,,0,3
11/2/2016,12:45 PM,16,3,5,381,0,,0,,0,4
11/3/2016,10:55 AM,16,3,5,381,0,,0,,0,5
11/4/2016,3:07 PM,16,3,5,381,0,,0,,0,6
11/5/2016,11:05 AM,16,3,5,381,0,,0,,0,7
11/6/2016,12:45 PM,16,3,5,381,0,,0,,0,8
11/7/2016,3:20 PM,16,3,5,381,1,partial,0,,0,9
11/8/2016,9:52 AM,16,3,5,381,0,,0,,0,10
11/9/2016,1:10 PM,16,3,5,381,0,,0,,0,11
11/10/2016,12:05 PM,16,3,5,381,0,,0,,0,12
11/11/2016,2:00 PM,16,3,5,381,0,,0,,0,13
11/12/2016,3:10 PM,16,3,6,381,1,partial,0,,0,14
11/13/2016,12:15 PM,16,3,6,381,0,,0,,0,15
11/14/2016,1:10 PM,16,3,6,381,0,,0,,0,16
11/15/2016,2:05 PM,16,3,6,381,0,,0,,0,17
11/16/2016,5:30 PM,16,3,6,381,1,full,0,,0,18
11/17/2016,11:55 AM,16,3,6,381,1,partial,0,,0,19
11/18/2016,9:50 AM,16,3,6,381,0,,0,,0,20
11/19/2016,10:40 AM,16,3,6,381,0,,0,,0,21
11/20/2016,1:55 PM,16,3,6,381,1,full,0,,0,22
11/21/2016,12:25 PM,16,3,6,381,0,,0,,0,23
11/22/2016,10:15 AM,16,3,6,381,0,,0,,0,24
11/23/2016,1:50 PM,16,3,6,381,0,,0,,0,25
11/24/2016,1:25 PM,16,3,6,381,1,partial,0,,0,26
11/25/2016,10:40 AM,16,3,6,381,0,,0,,0,27
11/26/2016,11:05 AM,16,3,6,381,0,,1,23,0,28
11/27/2016,11:20 AM,16,3,6,381,1,partial,0,,0,29
11/28/2016,3:25 PM,16,3,6,381,1,partial,0,,0,30
11/29/2016,9:15 AM,16,3,6,381,0,,0,,0,31
11/30/2016,12:20 PM,16,3,6,381,0,,0,,0,32
12/1/2016,11:40 AM,16,3,6,381,0,,1,63,0,33
12/2/2016,9:55 AM,16,3,7,381,0,,0,,0,34
12/3/2016,3:00 PM,16,3,7,381,1,partial,0,,0,35
12/4/2016,12:25 PM,16,3,7,381,0,,0,,0,36
12/5/2016,2:40 PM,16,3,7,381,0,,0,,0,37
12/6/2016,10:35 AM,16,3,7,381,0,,0,,0,38
12/7/2016,12:00 PM,16,3,7,381,0,,0,,0,39
12/8/2016,11:35 AM,16,3,7,381,0,,0,,0,40
12/9/2016,10:45 AM,16,3,7,381,0,,0,,0,41
12/10/2016,12:30 PM,16,3,7,381,0,,1,29,0,42
12/11/2016,12:50 PM,16,3,7,381,0,,1,57,0,43
12/12/2016,11:30 AM,16,3,7,381,,,0,,1,44
10/29/2016,2:45 PM,16,3,5,382,1,,0,,0,0
10/30/2016,3:00 PM,16,3,5,382,1,partial,0,,0,1
10/31/2016,1:00 PM,16,3,5,382,0,,0,,0,2
11/1/2016,11:10 AM,16,3,5,382,0,,0,,0,3
11/2/2016,11:45 AM,16,3,5,382,0,,0,,0,4
11/3/2016,11:12 AM,16,3,5,382,0,,0,,0,5
11/4/2016,2:52 PM,16,3,5,382,0,,0,,0,6
11/5/2016,1:45 PM,16,3,5,382,0,,0,,0,7
11/6/2016,1:15 PM,16,3,5,382,0,,0,,0,8
11/7/2016,1:00 PM,16,3,5,382,0,,0,,0,9
11/8/2016,10:37 AM,16,3,5,382,0,,0,,0,10
11/9/2016,11:55 AM,16,3,5,382,0,,0,,0,11
11/10/2016,11:20 AM,16,3,5,382,0,,0,,0,12
11/11/2016,1:30 PM,16,3,5,382,0,,0,,0,13
11/12/2016,3:55 PM,16,3,6,382,1,partial,0,,0,14
11/13/2016,11:25 AM,16,3,6,382,0,,0,,0,15
11/14/2016,1:25 PM,16,3,6,382,0,,0,,0,16
11/15/2016,11:25 AM,16,3,6,382,0,,0,,0,17
11/16/2016,5:15 PM,16,3,6,382,0,,0,,0,18
11/17/2016,11:35 AM,16,3,6,382,0,,0,,0,19
11/18/2016,10:40 AM,16,3,6,382,0,,0,,0,20
11/19/2016,12:25 PM,16,3,6,382,0,,0,,0,21
11/20/2016,1:40 PM,16,3,6,382,0,,0,,0,22
11/21/2016,11:00 AM,16,3,6,382,0,,0,,0,23
11/22/2016,11:20 AM,16,3,6,382,0,,0,,0,24
11/23/2016,3:20 PM,16,3,6,382,0,,0,,0,25
11/24/2016,1:10 PM,16,3,6,382,0,,0,,0,26
11/25/2016,10:55 AM,16,3,6,382,0,,0,,0,27
11/26/2016,9:50 AM,16,3,6,382,0,,0,,0,28
11/27/2016,11:35 AM,16,3,6,382,,,0,,1,29
10/29/2016,3:15 PM,16,3,5,383,1,,0,,0,0
10/30/2016,1:40 PM,16,3,5,383,0,,0,,0,1
10/31/2016,1:00 PM,16,3,5,383,0,,0,,0,2
11/1/2016,10:55 AM,16,3,5,383,0,,0,,0,3
11/2/2016,11:30 AM,16,3,5,383,0,,0,,0,4
11/3/2016,11:12 AM,16,3,5,383,0,,0,,0,5
11/4/2016,1:52 PM,16,3,5,383,0,,0,,0,6
11/5/2016,12:45 PM,16,3,5,383,0,,0,,0,7
11/6/2016,1:15 PM,16,3,5,383,0,,0,,0,8
11/7/2016,1:00 PM,16,3,5,383,0,,0,,0,9
11/8/2016,11:22 AM,16,3,5,383,0,,0,,0,10
11/9/2016,11:40 AM,16,3,5,383,0,,0,,0,11
11/10/2016,9:50 AM,16,3,5,383,0,,0,,0,12
11/11/2016,2:45 PM,16,3,5,383,0,,1,81,0,13
11/12/2016,3:55 PM,16,3,6,383,1,full,0,,0,14
11/13/2016,11:25 AM,16,3,6,383,0,,0,,0,15
11/14/2016,12:40 PM,16,3,6,383,0,,0,,0,16
11/15/2016,2:05 PM,16,3,6,383,0,,0,,0,17
11/16/2016,3:30 PM,16,3,6,383,0,,0,,0,18
11/17/2016,11:20 AM,16,3,6,383,0,,0,,0,19
11/18/2016,9:20 AM,16,3,6,383,0,,0,,0,20
11/19/2016,12:40 PM,16,3,6,383,0,,0,,0,21
11/20/2016,2:25 PM,16,3,6,383,0,,1,60,0,22
11/21/2016,12:25 PM,16,3,6,383,0,,0,,0,23
11/22/2016,11:05 AM,16,3,6,383,,,0,,1,24
10/29/2016,1:15 PM,16,3,5,384,1,,0,,0,0
10/30/2016,2:15 PM,16,3,5,384,0,,0,,0,1
10/31/2016,3:30 PM,16,3,5,384,0,,0,,0,2
11/1/2016,11:55 AM,16,3,5,384,0,,0,,0,3
11/2/2016,12:00 PM,16,3,5,384,0,,0,,0,4
11/3/2016,1:00 PM,16,3,5,384,0,,0,,0,5
11/4/2016,3:37 PM,16,3,5,384,0,,0,,0,6
11/5/2016,12:00 PM,16,3,5,384,0,,0,,0,7
11/6/2016,11:30 AM,16,3,5,384,0,,0,,0,8
11/7/2016,3:35 PM,16,3,5,384,0,,0,,0,9
11/8/2016,10:07 AM,16,3,5,384,0,,0,,0,10
11/9/2016,11:25 AM,16,3,5,384,0,,0,,0,11
11/10/2016,12:05 PM,16,3,5,384,1,partial,0,,0,12
11/11/2016,2:45 PM,16,3,5,384,0,,0,,0,13
11/12/2016,3:10 PM,16,3,6,384,1,partial,0,,0,14
11/13/2016,12:30 PM,16,3,6,384,1,partial,0,,0,15
11/14/2016,2:10 PM,16,3,6,384,0,,0,,0,16
11/15/2016,11:55 AM,16,3,6,384,0,,0,,0,17
11/16/2016,3:30 PM,16,3,6,384,1,partial,0,,0,18
11/17/2016,10:35 AM,16,3,6,384,1,partial,0,,0,19
11/18/2016,9:35 AM,16,3,6,384,0,,0,,0,20
11/19/2016,10:55 AM,16,3,6,384,0,,0,,0,21
11/20/2016,2:55 PM,16,3,6,384,1,partial,0,,0,22
11/21/2016,12:10 PM,16,3,6,384,0,,0,,0,23
11/22/2016,11:40 AM,16,3,6,384,1,partial,0,,0,24
11/23/2016,2:20 PM,16,3,6,384,0,,0,,0,25
11/24/2016,12:10 PM,16,3,6,384,1,partial,0,,0,26
11/25/2016,11:10 AM,16,3,6,384,1,partial,0,,0,27
11/26/2016,10:05 AM,16,3,6,384,0,,0,,0,28
11/27/2016,11:35 AM,16,3,6,384,,,0,,1,29
10/29/2016,2:15 PM,16,3,5,385,0,,0,,0,0
10/30/2016,1:55 PM,16,3,5,385,1,partial,0,,0,1
10/31/2016,2:15 PM,16,3,5,385,0,,0,,0,2
11/1/2016,10:40 AM,16,3,5,385,0,,0,,0,3
11/2/2016,12:15 PM,16,3,5,385,0,,0,,0,4
11/3/2016,11:27 AM,16,3,5,385,0,,0,,0,5
11/4/2016,3:22 PM,16,3,5,385,0,,0,,0,6
11/5/2016,12:30 PM,16,3,5,385,0,,0,,0,7
11/6/2016,12:15 PM,16,3,5,385,0,,0,,0,8
11/7/2016,3:35 PM,16,3,5,385,0,,0,,0,9
11/8/2016,11:52 AM,16,3,5,385,0,,0,,0,10
11/9/2016,12:40 PM,16,3,5,385,0,,0,,0,11
11/10/2016,9:50 AM,16,3,5,385,0,,0,,0,12
11/11/2016,3:45 PM,16,3,5,385,0,,0,,0,13
11/12/2016,4:10 PM,16,3,6,385,1,partial,0,,0,14
11/13/2016,12:15 PM,16,3,6,385,0,,0,,0,15
11/14/2016,1:10 PM,16,3,6,385,0,,0,,0,16
11/15/2016,10:25 AM,16,3,6,385,0,,0,,0,17
11/16/2016,3:15 PM,16,3,6,385,1,full,1,136,0,18
11/17/2016,10:05 AM,16,3,6,385,0,,0,,0,19
11/18/2016,9:50 AM,16,3,6,385,0,,0,,0,20
11/19/2016,11:25 AM,16,3,6,385,0,,0,,0,21
11/20/2016,1:55 PM,16,3,6,385,0,,0,,0,22
11/21/2016,12:40 PM,16,3,6,385,0,,0,,0,23
11/22/2016,10:15 AM,16,3,6,385,0,,0,,0,24
11/23/2016,2:50 PM,16,3,6,385,0,,0,,0,25
11/24/2016,1:55 PM,16,3,6,385,0,,0,,0,26
11/25/2016,11:25 AM,16,3,6,385,0,,0,,0,27
11/26/2016,10:35 AM,16,3,6,385,1,partial,0,,0,28
11/27/2016,11:35 AM,16,3,6,385,1,partial,0,,0,29
11/28/2016,1:55 PM,16,3,6,385,0,,0,,0,30
11/29/2016,8:25 AM,16,3,6,385,1,partial,0,,0,31
11/30/2016,11:50 AM,16,3,6,385,1,partial,0,,0,32
12/1/2016,10:25 AM,16,3,6,385,0,,0,,0,33
12/2/2016,10:25 AM,16,3,7,385,1,partial,1,97,0,34
12/3/2016,3:00 PM,16,3,7,385,0,,0,,0,35
12/4/2016,12:55 PM,16,3,7,385,1,partial,0,,0,36
12/5/2016,1:20 PM,16,3,7,385,0,,0,,0,37
12/6/2016,10:20 AM,16,3,7,385,0,,0,,0,38
12/7/2016,12:15 PM,16,3,7,385,0,,0,,0,39
12/8/2016,11:35 AM,16,3,7,385,1,partial,0,,0,40
12/9/2016,10:45 AM,16,3,7,385,0,,0,,0,41
12/10/2016,12:45 PM,16,3,7,385,0,,0,,0,42
12/11/2016,12:50 PM,16,3,7,385,0,,0,,0,43
12/12/2016,11:00 AM,16,3,7,385,0,,0,,0,44
12/13/2016,11:30 AM,16,3,7,385,,,0,,1,45
10/29/2016,2:30 PM,16,3,5,386,1,,0,,0,0
10/30/2016,1:25 PM,16,3,5,386,1,partial,0,,0,1
10/31/2016,3:45 PM,16,3,5,386,1,,0,,0,2
11/1/2016,10:25 AM,16,3,5,386,0,,0,,0,3
11/2/2016,2:00 PM,16,3,5,386,0,,0,,0,4
11/3/2016,10:25 AM,16,3,5,386,0,,0,,0,5
11/4/2016,1:22 PM,16,3,5,386,0,,0,,0,6
11/5/2016,1:00 PM,16,3,5,386,0,,0,,0,7
11/6/2016,10:45 AM,16,3,5,386,0,,0,,0,8
11/7/2016,2:30 PM,16,3,5,386,0,,0,,0,9
11/8/2016,11:07 AM,16,3,5,386,0,,0,,0,10
11/9/2016,1:10 PM,16,3,5,386,0,,0,,0,11
11/10/2016,9:35 AM,16,3,5,386,0,,0,,0,12
11/11/2016,1:45 PM,16,3,5,386,0,,0,,0,13
11/12/2016,3:55 PM,16,3,6,386,1,partial,0,,0,14
11/13/2016,12:15 PM,16,3,6,386,1,full,0,,0,15
11/14/2016,12:40 PM,16,3,6,386,0,,0,,0,16
11/15/2016,1:50 PM,16,3,6,386,0,,0,,0,17
11/16/2016,4:30 PM,16,3,6,386,0,,0,,0,18
11/17/2016,11:55 AM,16,3,6,386,0,,0,,0,19
11/18/2016,8:50 AM,16,3,6,386,0,,0,,0,20
11/19/2016,11:55 AM,16,3,6,386,0,,0,,0,21
11/20/2016,1:25 PM,16,3,6,386,0,,0,,0,22
11/21/2016,12:25 PM,16,3,6,386,1,full,0,,0,23
11/22/2016,11:40 AM,16,3,6,386,0,,0,,0,24
11/23/2016,2:35 PM,16,3,6,386,0,,0,,0,25
11/24/2016,1:25 PM,16,3,6,386,0,,0,,0,26
11/25/2016,11:25 AM,16,3,6,386,0,,0,,0,27
11/26/2016,11:05 AM,16,3,6,386,0,,0,,0,28
11/27/2016,10:35 AM,16,3,6,386,0,,0,,0,29
11/28/2016,2:55 PM,16,3,6,386,1,partial,0,,0,30
11/29/2016,8:45 AM,16,3,6,386,0,,0,,0,31
11/30/2016,11:35 AM,16,3,6,386,0,,0,,0,32
12/1/2016,10:55 AM,16,3,6,386,0,,0,,0,33
12/2/2016,10:10 AM,16,3,7,386,1,partial,0,,0,34
12/3/2016,2:30 PM,16,3,7,386,0,,0,,0,35
12/4/2016,1:10 PM,16,3,7,386,0,,0,,0,36
12/5/2016,1:50 PM,16,3,7,386,0,,0,,0,37
12/6/2016,10:35 AM,16,3,7,386,0,,0,,0,38
12/7/2016,12:30 PM,16,3,7,386,0,,0,,0,39
12/8/2016,10:45 AM,16,3,7,386,1,full,1,30,0,40
12/9/2016,10:30 AM,16,3,7,386,0,,0,,0,41
12/10/2016,12:45 PM,16,3,7,386,0,,0,,0,42
12/11/2016,1:35 PM,16,3,7,386,0,,0,,0,43
12/12/2016,11:15 AM,16,3,7,386,1,full,0,,0,44
12/13/2016,11:00 AM,16,3,7,386,0,,0,,0,45
12/14/2016,11:05 AM,16,3,7,386,0,,0,,0,46
12/15/2016,3:35 PM,16,3,7,386,,,0,,1,47
10/29/2016,3:15 PM,16,3,5,387,1,,0,,0,0
10/30/2016,1:55 PM,16,3,5,387,1,partial,0,,0,1
10/31/2016,2:45 PM,16,3,5,387,0,,0,,0,2
11/1/2016,11:40 AM,16,3,5,387,0,,0,,0,3
11/2/2016,2:00 PM,16,3,5,387,0,,0,,0,4
11/3/2016,1:00 PM,16,3,5,387,0,,0,,0,5
11/4/2016,2:07 PM,16,3,5,387,0,,0,,0,6
11/5/2016,12:30 PM,16,3,5,387,0,,0,,0,7
11/6/2016,12:30 PM,16,3,5,387,0,,0,,0,8
11/7/2016,2:10 PM,16,3,5,387,0,,0,,0,9
11/8/2016,11:52 AM,16,3,5,387,0,,0,,0,10
11/9/2016,12:25 PM,16,3,5,387,1,partial,0,,0,11
11/10/2016,11:35 AM,16,3,5,387,0,,0,,0,12
11/11/2016,3:15 PM,16,3,5,387,0,,0,,0,13
11/12/2016,2:55 PM,16,3,6,387,0,,0,,0,14
11/13/2016,12:45 PM,16,3,6,387,0,,0,,0,15
11/14/2016,2:25 PM,16,3,6,387,1,partial,0,,0,16
11/15/2016,10:25 AM,16,3,6,387,0,,0,,0,17
11/16/2016,4:30 PM,16,3,6,387,1,full,0,,0,18
11/17/2016,12:10 PM,16,3,6,387,0,,0,,0,19
11/18/2016,10:55 AM,16,3,6,387,0,,0,,0,20
11/19/2016,11:10 AM,16,3,6,387,0,,0,,0,21
11/20/2016,2:25 PM,16,3,6,387,0,,0,,0,22
11/21/2016,12:40 PM,16,3,6,387,0,,0,,0,23
11/22/2016,10:15 AM,16,3,6,387,0,,0,,0,24
11/23/2016,2:05 PM,16,3,6,387,0,,0,,0,25
11/24/2016,12:10 PM,16,3,6,387,1,partial,0,,0,26
11/25/2016,9:35 AM,16,3,6,387,0,,0,,0,27
11/26/2016,11:35 AM,16,3,6,387,1,partial,0,,0,28
11/27/2016,10:50 AM,16,3,6,387,1,partial,0,,0,29
11/28/2016,1:40 PM,16,3,6,387,0,,0,,0,30
11/29/2016,9:15 AM,16,3,6,387,0,,1,72,0,31
11/30/2016,11:20 AM,16,3,6,387,1,partial,0,,0,32
12/1/2016,10:40 AM,16,3,6,387,0,,0,,0,33
12/2/2016,10:40 AM,16,3,7,387,0,,0,,0,34
12/3/2016,3:00 PM,16,3,7,387,1,full,0,,0,35
12/4/2016,12:55 PM,16,3,7,387,1,partial,1,33,0,36
12/5/2016,1:35 PM,16,3,7,387,1,partial,0,,0,37
12/6/2016,10:20 AM,16,3,7,387,0,,0,,0,38
12/7/2016,12:00 PM,16,3,7,387,0,,0,,0,39
12/8/2016,11:35 AM,16,3,7,387,0,,0,,0,40
12/9/2016,11:00 AM,16,3,7,387,0,,0,,0,41
12/10/2016,12:30 PM,16,3,7,387,0,,0,,0,42
12/11/2016,1:05 PM,16,3,7,387,0,,1,71,0,43
12/12/2016,10:45 AM,16,3,7,387,0,,0,,0,44
12/13/2016,11:30 AM,16,3,7,387,,,0,,1,45
10/29/2016,3:30 PM,16,3,5,388,1,,0,,0,0
10/30/2016,12:55 PM,16,3,5,388,0,,0,,0,1
10/31/2016,3:15 PM,16,3,5,388,0,,0,,0,2
11/1/2016,9:55 AM,16,3,5,388,0,,0,,0,3
11/2/2016,1:00 PM,16,3,5,388,0,,0,,0,4
11/3/2016,11:42 AM,16,3,5,388,0,,0,,0,5
11/4/2016,2:37 PM,16,3,5,388,0,,0,,0,6
11/5/2016,12:15 PM,16,3,5,388,0,,0,,0,7
11/6/2016,1:00 PM,16,3,5,388,0,,0,,0,8
11/7/2016,1:35 PM,16,3,5,388,0,,0,,0,9
11/8/2016,11:52 AM,16,3,5,388,0,,0,,0,10
11/9/2016,2:25 PM,16,3,5,388,0,,0,,0,11
11/10/2016,10:20 AM,16,3,5,388,0,,0,,0,12
11/11/2016,1:15 PM,16,3,5,388,0,,0,,0,13
11/12/2016,3:25 PM,16,3,6,388,1,full,0,,0,14
11/13/2016,2:00 PM,16,3,6,388,0,,0,,0,15
11/14/2016,1:25 PM,16,3,6,388,0,,0,,0,16
11/15/2016,11:55 AM,16,3,6,388,0,,0,,0,17
11/16/2016,3:15 PM,16,3,6,388,0,,0,,0,18
11/17/2016,10:35 AM,16,3,6,388,0,,0,,0,19
11/18/2016,9:35 AM,16,3,6,388,0,,0,,0,20
11/19/2016,12:10 PM,16,3,6,388,1,partial,0,,0,21
11/20/2016,1:40 PM,16,3,6,388,0,,1,31,0,22
11/21/2016,12:10 PM,16,3,6,388,0,,1,40,0,23
11/22/2016,10:30 AM,16,3,6,388,0,,0,,0,24
11/23/2016,2:50 PM,16,3,6,388,,,0,,1,25
10/29/2016,3:45 PM,16,3,5,389,1,,0,,0,0
10/30/2016,3:15 PM,16,3,5,389,1,partial,0,,0,1
10/31/2016,3:45 PM,16,3,5,389,0,,0,,0,2
11/1/2016,10:10 AM,16,3,5,389,0,,0,,0,3
11/2/2016,11:15 AM,16,3,5,389,0,,0,,0,4
11/3/2016,11:42 AM,16,3,5,389,0,,0,,0,5
11/4/2016,3:22 PM,16,3,5,389,0,,0,,0,6
11/5/2016,11:35 AM,16,3,5,389,0,,0,,0,7
11/6/2016,11:45 AM,16,3,5,389,0,,0,,0,8
11/7/2016,2:30 PM,16,3,5,389,0,,0,,0,9
11/8/2016,9:37 AM,16,3,5,389,0,,0,,0,10
11/9/2016,1:25 PM,16,3,5,389,0,,0,,0,11
11/10/2016,11:35 AM,16,3,5,389,1,partial,0,,0,12
11/11/2016,2:15 PM,16,3,5,389,1,partial,1,95,0,13
11/12/2016,4:45 PM,16,3,6,389,1,partial,0,,0,14
11/13/2016,12:30 PM,16,3,6,389,0,,0,,0,15
11/14/2016,2:55 PM,16,3,6,389,0,,0,,0,16
11/15/2016,2:20 PM,16,3,6,389,0,,0,,0,17
11/16/2016,4:00 PM,16,3,6,389,0,,0,,0,18
11/17/2016,10:20 AM,16,3,6,389,0,,0,,0,19
11/18/2016,10:40 AM,16,3,6,389,0,,0,,0,20
11/19/2016,10:40 AM,16,3,6,389,0,,0,,0,21
11/20/2016,2:55 PM,16,3,6,389,1,partial,1,16,0,22
11/21/2016,12:55 PM,16,3,6,389,1,full,1,58,0,23
11/22/2016,10:50 AM,16,3,6,389,0,,0,,0,24
11/23/2016,2:20 PM,16,3,6,389,0,,0,,0,25
11/24/2016,1:10 PM,16,3,6,389,0,,0,,0,26
11/25/2016,10:25 AM,16,3,6,389,0,,0,,0,27
11/26/2016,11:05 AM,16,3,6,389,0,,0,,0,28
11/27/2016,11:50 AM,16,3,6,389,1,partial,0,,0,29
11/28/2016,2:40 PM,16,3,6,389,0,,0,,0,30
11/29/2016,8:25 AM,16,3,6,389,0,,0,,0,31
11/30/2016,12:05 PM,16,3,6,389,0,,0,,0,32
12/1/2016,10:55 AM,16,3,6,389,1,partial,0,,0,33
12/2/2016,9:40 AM,16,3,7,389,0,,0,,0,34
12/3/2016,2:45 PM,16,3,7,389,0,,0,,0,35
12/4/2016,12:25 PM,16,3,7,389,0,,0,,0,36
12/5/2016,1:50 PM,16,3,7,389,1,partial,0,,0,37
12/6/2016,10:00 AM,16,3,7,389,0,,0,,0,38
12/7/2016,12:30 PM,16,3,7,389,0,,0,,0,39
12/8/2016,10:45 AM,16,3,7,389,1,partial,0,,0,40
12/9/2016,11:00 AM,16,3,7,389,,,0,,1,41
10/29/2016,3:00 PM,16,3,5,390,1,,0,,0,0
10/30/2016,1:25 PM,16,3,5,390,0,,0,,0,1
10/31/2016,2:00 PM,16,3,5,390,,,0,,1,2
10/29/2016,1:30 PM,20,3,5,391,1,,0,,0,0
10/30/2016,1:40 PM,20,3,5,391,0,,0,,0,1
10/31/2016,1:00 PM,20,3,5,391,0,,0,,0,2
11/1/2016,9:40 AM,20,3,5,391,0,,0,,0,3
11/2/2016,11:45 AM,20,3,5,391,0,,0,,0,4
11/3/2016,10:40 AM,20,3,5,391,0,,0,,0,5
11/4/2016,1:22 PM,20,3,5,391,0,,0,,0,6
11/5/2016,12:15 PM,20,3,5,391,1,partial,0,,0,7
11/6/2016,10:45 AM,20,3,5,391,0,,0,,0,8
11/7/2016,2:10 PM,20,3,5,391,0,,0,,0,9
11/8/2016,10:07 AM,20,3,5,391,0,,0,,0,10
11/9/2016,11:40 AM,20,3,5,391,1,partial,0,,0,11
11/10/2016,10:50 AM,20,3,5,391,0,,0,,0,12
11/11/2016,3:15 PM,20,3,5,391,0,,0,,0,13
11/12/2016,4:45 PM,20,3,6,391,1,partial,0,,0,14
11/13/2016,11:40 AM,20,3,6,391,1,full,0,,0,15
11/14/2016,1:55 PM,20,3,6,391,0,,0,,0,16
11/15/2016,10:25 AM,20,3,6,391,0,,0,,0,17
11/16/2016,5:00 PM,20,3,6,391,1,full,0,,0,18
11/17/2016,11:35 AM,20,3,6,391,0,,0,,0,19
11/18/2016,10:40 AM,20,3,6,391,0,,0,,0,20
11/19/2016,12:40 PM,20,3,6,391,0,,0,,0,21
11/20/2016,2:40 PM,20,3,6,391,0,,0,,0,22
11/21/2016,12:55 PM,20,3,6,391,1,full,1,202,0,23
11/22/2016,10:15 AM,20,3,6,391,0,,0,,0,24
11/23/2016,3:05 PM,20,3,6,391,1,partial,0,,0,25
11/24/2016,1:40 PM,20,3,6,391,0,,0,,0,26
11/25/2016,9:55 AM,20,3,6,391,0,,0,,0,27
11/26/2016,11:35 AM,20,3,6,391,0,,0,,0,28
11/27/2016,10:35 AM,20,3,6,391,1,partial,0,,0,29
11/28/2016,3:25 PM,20,3,6,391,0,,0,,0,30
11/29/2016,9:00 AM,20,3,6,391,0,,0,,0,31
11/30/2016,12:05 PM,20,3,6,391,1,full,0,,0,32
12/1/2016,11:40 AM,20,3,6,391,0,,0,,0,33
12/2/2016,10:25 AM,20,3,7,391,0,,0,,0,34
12/3/2016,3:45 PM,20,3,7,391,1,full,1,74,0,35
12/4/2016,11:40 AM,20,3,7,391,0,,0,,0,36
12/5/2016,2:05 PM,20,3,7,391,0,,0,,0,37
12/6/2016,10:00 AM,20,3,7,391,0,,0,,0,38
12/7/2016,11:30 AM,20,3,7,391,0,,0,,0,39
12/8/2016,11:05 AM,20,3,7,391,1,full,0,,0,40
12/9/2016,10:30 AM,20,3,7,391,0,,0,,0,41
12/10/2016,12:45 PM,20,3,7,391,0,,0,,0,42
12/11/2016,1:20 PM,20,3,7,391,0,,0,,0,43
12/12/2016,10:30 AM,20,3,7,391,0,,0,,0,44
12/13/2016,11:30 AM,20,3,7,391,,,1,72,1,45
